,waldStat_1,df_1,pvalue_1,fdr_1,gene_id
Potri.010G234100,261.1763229,8,0,0,Potri.010G234100
Potri.016G085900,260.2977797,8,0,0,Potri.016G085900
Potri.016G005300,259.8076374,8,0,0,Potri.016G005300
Potri.017G107500,259.4002377,8,0,0,Potri.017G107500
Potri.001G067700,259.3536408,8,0,0,Potri.001G067700
Potri.002G202300,259.2152866,8,0,0,Potri.002G202300
Potri.017G121100,259.1074951,8,0,0,Potri.017G121100
Potri.010G208300,256.4584081,8,0,0,Potri.010G208300
Potri.013G147800,256.1050284,8,0,0,Potri.013G147800
Potri.009G029000,255.8160703,8,0,0,Potri.009G029000
Potri.008G213900,255.0658393,8,0,0,Potri.008G213900
Potri.010G224300,253.4936821,8,0,0,Potri.010G224300
Potri.001G391400,253.4409059,8,0,0,Potri.001G391400
Potri.012G061100,253.0800067,8,0,0,Potri.012G061100
Potri.013G034800,252.5859131,8,0,0,Potri.013G034800
Potri.012G081600,252.2458365,8,0,0,Potri.012G081600
Potri.005G184500,251.8500894,8,0,0,Potri.005G184500
Potri.005G221600,251.8140548,8,0,0,Potri.005G221600
Potri.018G112800,251.8015217,8,0,0,Potri.018G112800
Potri.014G133500,251.7970935,8,0,0,Potri.014G133500
Potri.008G089900,251.7179762,8,0,0,Potri.008G089900
Potri.017G057400,251.4323273,8,0,0,Potri.017G057400
Potri.001G236100,251.0142518,8,0,0,Potri.001G236100
Potri.014G121701,250.9311074,8,0,0,Potri.014G121701
Potri.016G049700,250.7010904,8,0,0,Potri.016G049700
Potri.002G143400,250.5989682,8,0,0,Potri.002G143400
Potri.013G120300,250.244392,8,0,0,Potri.013G120300
Potri.001G450600,249.8090606,8,0,0,Potri.001G450600
Potri.008G095000,249.553737,8,0,0,Potri.008G095000
Potri.012G101600,249.0827236,8,0,0,Potri.012G101600
Potri.009G098000,249.0637842,8,0,0,Potri.009G098000
Potri.019G063101,248.1719829,8,0,0,Potri.019G063101
Potri.012G067800,248.0739993,8,0,0,Potri.012G067800
Potri.004G037000,247.7906107,8,0,0,Potri.004G037000
Potri.005G014200,246.6221314,8,0,0,Potri.005G014200
Potri.014G058200,246.3180298,8,0,0,Potri.014G058200
Potri.014G119900,246.1891763,8,0,0,Potri.014G119900
Potri.014G086300,246.1662895,8,0,0,Potri.014G086300
Potri.015G009200,245.3296912,8,0,0,Potri.015G009200
Potri.010G162400,245.2552049,8,0,0,Potri.010G162400
Potri.015G087800,245.2391044,8,0,0,Potri.015G087800
Potri.004G005900,244.0396856,8,0,0,Potri.004G005900
Potri.018G099800,243.9959334,8,0,0,Potri.018G099800
Potri.016G003700,243.2072752,8,0,0,Potri.016G003700
Potri.013G036300,242.961874,8,0,0,Potri.013G036300
Potri.006G203000,242.7725751,8,0,0,Potri.006G203000
Potri.003G195400,241.8584282,8,0,0,Potri.003G195400
Potri.010G013500,241.7729082,8,0,0,Potri.010G013500
Potri.005G141500,241.1532797,8,0,0,Potri.005G141500
Potri.019G128600,240.749288,8,0,0,Potri.019G128600
Potri.006G238900,240.4657938,8,0,0,Potri.006G238900
Potri.004G099200,240.3514746,8,0,0,Potri.004G099200
Potri.002G067100,240.2080016,8,0,0,Potri.002G067100
Potri.007G045700,239.6260472,8,0,0,Potri.007G045700
Potri.T011100,238.8980546,8,0,0,Potri.T011100
Potri.018G008600,238.4715981,8,0,0,Potri.018G008600
Potri.003G158500,237.806447,8,0,0,Potri.003G158500
Potri.001G232200,237.6283544,8,0,0,Potri.001G232200
Potri.014G158400,237.3849513,8,0,0,Potri.014G158400
Potri.002G179400,236.7310436,8,0,0,Potri.002G179400
Potri.014G041200,236.6794155,8,0,0,Potri.014G041200
Potri.002G259000,236.4979877,8,0,0,Potri.002G259000
Potri.001G470800,236.3460211,8,0,0,Potri.001G470800
Potri.005G140300,234.9260301,8,0,0,Potri.005G140300
Potri.010G184800,234.3054382,8,0,0,Potri.010G184800
Potri.014G111000,234.0138501,8,0,0,Potri.014G111000
Potri.001G120400,233.9380059,8,0,0,Potri.001G120400
Potri.001G372000,233.3347625,8,0,0,Potri.001G372000
Potri.006G121200,233.1759251,8,0,0,Potri.006G121200
Potri.009G134500,233.1001394,8,0,0,Potri.009G134500
Potri.001G133300,233.0224961,8,0,0,Potri.001G133300
Potri.011G142300,232.8817936,8,0,0,Potri.011G142300
Potri.002G074400,232.7098283,8,0,0,Potri.002G074400
Potri.001G070100,232.4169135,8,0,0,Potri.001G070100
Potri.009G132500,231.062808,8,0,0,Potri.009G132500
Potri.010G102900,231.0153989,8,0,0,Potri.010G102900
Potri.012G123900,230.9775798,8,0,0,Potri.012G123900
Potri.010G100200,230.8200412,8,0,0,Potri.010G100200
Potri.006G040000,230.8198165,8,0,0,Potri.006G040000
Potri.004G185700,230.7805315,8,0,0,Potri.004G185700
Potri.014G172400,230.5180229,8,0,0,Potri.014G172400
Potri.018G055001,230.4057187,8,0,0,Potri.018G055001
Potri.010G194600,229.9315417,8,0,0,Potri.010G194600
Potri.001G125000,229.8638324,8,0,0,Potri.001G125000
Potri.002G124600,229.5673113,8,0,0,Potri.002G124600
Potri.007G119600,229.4898288,8,0,0,Potri.007G119600
Potri.004G143700,229.3228595,8,0,0,Potri.004G143700
Potri.019G039200,229.1427657,8,0,0,Potri.019G039200
Potri.011G153600,229.0789889,8,0,0,Potri.011G153600
Potri.004G011450,228.8528322,8,0,0,Potri.004G011450
Potri.009G135300,228.8319576,8,0,0,Potri.009G135300
Potri.001G105900,228.7874144,8,0,0,Potri.001G105900
Potri.011G134200,228.6787148,8,0,0,Potri.011G134200
Potri.008G125100,228.6632174,8,0,0,Potri.008G125100
Potri.005G078900,228.6321957,8,0,0,Potri.005G078900
Potri.016G035300,227.9293703,8,0,0,Potri.016G035300
Potri.008G056100,227.9290367,8,0,0,Potri.008G056100
Potri.001G142100,227.6341205,8,0,0,Potri.001G142100
Potri.012G100700,227.5961359,8,0,0,Potri.012G100700
Potri.005G260300,227.1173429,8,0,0,Potri.005G260300
Potri.018G024800,226.7858051,8,0,0,Potri.018G024800
Potri.008G114400,226.722485,8,0,0,Potri.008G114400
Potri.001G392700,226.5531162,8,0,0,Potri.001G392700
Potri.015G075400,226.488026,8,0,0,Potri.015G075400
Potri.006G239700,226.4150015,8,0,0,Potri.006G239700
Potri.006G036300,226.1678281,8,0,0,Potri.006G036300
Potri.006G247500,223.8193377,8,0,0,Potri.006G247500
Potri.017G101300,223.7165349,8,0,0,Potri.017G101300
Potri.013G123800,223.6471882,8,0,0,Potri.013G123800
Potri.002G179100,223.4938401,8,0,0,Potri.002G179100
Potri.003G015300,223.1619929,8,0,0,Potri.003G015300
Potri.001G237700,222.9138367,8,0,0,Potri.001G237700
Potri.009G143700,222.4808056,8,0,0,Potri.009G143700
Potri.010G039233,222.0749659,8,0,0,Potri.010G039233
Potri.008G117500,222.0634711,8,0,0,Potri.008G117500
Potri.001G121700,222.0153111,8,0,0,Potri.001G121700
Potri.002G072400,221.9381325,8,0,0,Potri.002G072400
Potri.012G047200,221.548976,8,0,0,Potri.012G047200
Potri.001G185700,221.4663181,8,0,0,Potri.001G185700
Potri.015G132500,220.8954287,8,0,0,Potri.015G132500
Potri.017G081400,220.1575303,8,0,0,Potri.017G081400
Potri.015G143800,219.3568686,8,0,0,Potri.015G143800
Potri.014G092500,219.0430526,8,0,0,Potri.014G092500
Potri.013G151500,218.6313378,8,0,0,Potri.013G151500
Potri.005G226700,218.396642,8,0,0,Potri.005G226700
Potri.008G048800,218.3901,8,0,0,Potri.008G048800
Potri.005G243400,218.0689039,8,0,0,Potri.005G243400
Potri.004G044100,217.9307503,8,0,0,Potri.004G044100
Potri.007G043800,217.9089699,8,0,0,Potri.007G043800
Potri.003G178200,217.5081806,8,0,0,Potri.003G178200
Potri.012G078700,217.1060846,8,0,0,Potri.012G078700
Potri.003G038500,216.4420624,8,0,0,Potri.003G038500
Potri.007G008200,216.3172722,8,0,0,Potri.007G008200
Potri.T124508,215.9444274,8,0,0,Potri.T124508
Potri.004G174400,215.9255688,8,0,0,Potri.004G174400
Potri.016G129900,214.8239305,8,0,0,Potri.016G129900
Potri.005G214400,214.082616,8,0,0,Potri.005G214400
Potri.003G008300,213.7250139,8,0,0,Potri.003G008300
Potri.017G141000,213.6890967,8,0,0,Potri.017G141000
Potri.019G076900,213.6202514,8,0,0,Potri.019G076900
Potri.007G071100,213.3677644,8,0,0,Potri.007G071100
Potri.009G124400,213.2078402,8,0,0,Potri.009G124400
Potri.008G117000,213.1075878,8,0,0,Potri.008G117000
Potri.013G155100,212.5150221,8,0,0,Potri.013G155100
Potri.004G218500,212.2657053,8,0,0,Potri.004G218500
Potri.001G267300,212.1675311,8,0,0,Potri.001G267300
Potri.016G064600,212.1428713,8,0,0,Potri.016G064600
Potri.008G023866,211.8434353,8,0,0,Potri.008G023866
Potri.010G092300,211.8171509,8,0,0,Potri.010G092300
Potri.014G111200,211.7896969,8,0,0,Potri.014G111200
Potri.008G099800,211.526857,8,0,0,Potri.008G099800
Potri.005G257800,211.4875263,8,0,0,Potri.005G257800
Potri.009G132100,211.1720502,8,0,0,Potri.009G132100
Potri.012G017100,211.0533102,8,0,0,Potri.012G017100
Potri.008G019700,210.5220049,8,0,0,Potri.008G019700
Potri.014G075700,209.8198764,8,0,0,Potri.014G075700
Potri.004G115700,209.6452279,8,0,0,Potri.004G115700
Potri.003G051600,209.4604599,8,0,0,Potri.003G051600
Potri.004G117200,209.3632751,8,0,0,Potri.004G117200
Potri.010G031500,208.9327729,8,0,0,Potri.010G031500
Potri.013G072600,208.7952992,8,0,0,Potri.013G072600
Potri.012G007600,208.6324921,8,0,0,Potri.012G007600
Potri.016G020000,208.3044487,8,0,0,Potri.016G020000
Potri.004G155300,207.6939964,8,0,0,Potri.004G155300
Potri.011G071800,207.6569016,8,0,0,Potri.011G071800
Potri.013G081200,207.5996004,8,0,0,Potri.013G081200
Potri.016G008800,207.3853331,8,0,0,Potri.016G008800
Potri.018G139800,206.9860901,8,0,0,Potri.018G139800
Potri.006G056101,206.5882601,8,0,0,Potri.006G056101
Potri.005G087300,206.1113839,8,0,0,Potri.005G087300
Potri.016G113600,206.086824,8,0,0,Potri.016G113600
Potri.007G093200,206.0136667,8,0,0,Potri.007G093200
Potri.006G083201,205.9470313,8,0,0,Potri.006G083201
Potri.005G084651,205.6896201,8,0,0,Potri.005G084651
Potri.001G455000,204.7356644,8,0,0,Potri.001G455000
Potri.002G057700,204.5162552,8,0,0,Potri.002G057700
Potri.014G094300,203.3289931,8,0,0,Potri.014G094300
Potri.005G241100,203.0024382,8,0,0,Potri.005G241100
Potri.001G280400,202.6064349,8,0,0,Potri.001G280400
Potri.010G058200,202.5498313,8,0,0,Potri.010G058200
Potri.001G151900,201.9831418,8,0,0,Potri.001G151900
Potri.008G197400,200.9250489,8,0,0,Potri.008G197400
Potri.005G110000,200.8252609,8,0,0,Potri.005G110000
Potri.011G000100,200.7842712,8,0,0,Potri.011G000100
Potri.005G204300,199.9388959,8,0,0,Potri.005G204300
Potri.016G023000,199.8945848,8,0,0,Potri.016G023000
Potri.015G060900,198.6076736,8,0,0,Potri.015G060900
Potri.012G139800,198.5765448,8,0,0,Potri.012G139800
Potri.001G279000,198.3591021,8,0,0,Potri.001G279000
Potri.010G055900,197.9542233,8,0,0,Potri.010G055900
Potri.006G107300,197.1935203,8,0,0,Potri.006G107300
Potri.001G086400,196.7958305,8,0,0,Potri.001G086400
Potri.006G052700,196.257771,8,0,0,Potri.006G052700
Potri.004G118400,195.8607998,8,0,0,Potri.004G118400
Potri.002G078600,195.635271,8,0,0,Potri.002G078600
Potri.002G251700,195.6066351,8,0,0,Potri.002G251700
Potri.006G062800,195.5825675,8,0,0,Potri.006G062800
Potri.006G050200,195.5476443,8,0,0,Potri.006G050200
Potri.008G186200,195.5177938,8,0,0,Potri.008G186200
Potri.006G237200,195.4599937,8,0,0,Potri.006G237200
Potri.019G057000,195.4022012,8,0,0,Potri.019G057000
Potri.004G079900,195.0533137,8,0,0,Potri.004G079900
Potri.006G141500,194.4333169,8,0,0,Potri.006G141500
Potri.004G197900,194.3621261,8,0,0,Potri.004G197900
Potri.007G026200,194.2248057,8,0,0,Potri.007G026200
Potri.014G099200,194.1329707,8,0,0,Potri.014G099200
Potri.017G063800,193.8046149,8,0,0,Potri.017G063800
Potri.016G035400,193.7977417,8,0,0,Potri.016G035400
Potri.001G416400,193.3439263,8,0,0,Potri.001G416400
Potri.012G047800,192.6442444,8,0,0,Potri.012G047800
Potri.011G043100,192.5148571,8,0,0,Potri.011G043100
Potri.002G127600,192.4174443,8,0,0,Potri.002G127600
Potri.005G005866,192.4059487,8,0,0,Potri.005G005866
Potri.007G003600,192.0234619,8,0,0,Potri.007G003600
Potri.010G236200,191.6009052,8,0,0,Potri.010G236200
Potri.004G054300,191.4112009,8,0,0,Potri.004G054300
Potri.008G178100,191.2918143,8,0,0,Potri.008G178100
Potri.003G221000,191.2449603,8,0,0,Potri.003G221000
Potri.009G119200,191.2255527,8,0,0,Potri.009G119200
Potri.006G076900,191.1437188,8,0,0,Potri.006G076900
Potri.005G147500,191.0411432,8,0,0,Potri.005G147500
Potri.006G115300,190.9587225,8,0,0,Potri.006G115300
Potri.012G070500,190.6391314,8,0,0,Potri.012G070500
Potri.008G167800,190.4609249,8,0,0,Potri.008G167800
Potri.003G093400,190.4222943,8,0,0,Potri.003G093400
Potri.017G066300,190.0770547,8,0,0,Potri.017G066300
Potri.004G001300,190.0581444,8,0,0,Potri.004G001300
Potri.005G170700,190.0044728,8,0,0,Potri.005G170700
Potri.001G230000,189.8865469,8,0,0,Potri.001G230000
Potri.002G230600,189.8599136,8,0,0,Potri.002G230600
Potri.011G166250,189.8196374,8,0,0,Potri.011G166250
Potri.012G102800,189.4723707,8,0,0,Potri.012G102800
Potri.006G197700,189.4505153,8,0,0,Potri.006G197700
Potri.005G173500,189.3582204,8,0,0,Potri.005G173500
Potri.010G100700,189.0280041,8,0,0,Potri.010G100700
Potri.001G131500,188.898467,8,0,0,Potri.001G131500
Potri.005G105600,188.8735114,8,0,0,Potri.005G105600
Potri.014G038300,188.8639801,8,0,0,Potri.014G038300
Potri.008G137900,188.6611161,8,0,0,Potri.008G137900
Potri.008G086300,188.5408147,8,0,0,Potri.008G086300
Potri.009G151400,188.2268634,8,0,0,Potri.009G151400
Potri.008G047200,188.1991813,8,0,0,Potri.008G047200
Potri.014G106800,188.1416956,8,0,0,Potri.014G106800
Potri.002G075400,187.8950355,8,0,0,Potri.002G075400
Potri.002G190800,187.596227,8,0,0,Potri.002G190800
Potri.005G110200,187.4770198,8,0,0,Potri.005G110200
Potri.010G046800,187.3387544,8,0,0,Potri.010G046800
Potri.007G026500,187.319873,8,0,0,Potri.007G026500
Potri.016G086300,187.0890726,8,0,0,Potri.016G086300
Potri.006G131300,186.9440445,8,0,0,Potri.006G131300
Potri.003G164800,186.635077,8,0,0,Potri.003G164800
Potri.001G263900,186.5050424,8,0,0,Potri.001G263900
Potri.014G122200,186.5016565,8,0,0,Potri.014G122200
Potri.006G092000,186.482104,8,0,0,Potri.006G092000
Potri.016G034400,186.320293,8,0,0,Potri.016G034400
Potri.005G024400,186.2436468,8,0,0,Potri.005G024400
Potri.006G181600,185.9387156,8,0,0,Potri.006G181600
Potri.006G188700,185.8091523,8,0,0,Potri.006G188700
Potri.010G038100,185.7856064,8,0,0,Potri.010G038100
Potri.003G192900,185.4547354,8,0,0,Potri.003G192900
Potri.005G042400,185.1627389,8,0,0,Potri.005G042400
Potri.013G076800,184.4280472,8,0,0,Potri.013G076800
Potri.011G164400,183.7703635,8,0,0,Potri.011G164400
Potri.012G070900,183.7696746,8,0,0,Potri.012G070900
Potri.010G190000,183.7256268,8,0,0,Potri.010G190000
Potri.006G129100,183.6274012,8,0,0,Potri.006G129100
Potri.005G015100,183.5073921,8,0,0,Potri.005G015100
Potri.010G223200,183.3392132,8,0,0,Potri.010G223200
Potri.005G237900,182.9233833,8,0,0,Potri.005G237900
Potri.004G206600,182.6714717,8,0,0,Potri.004G206600
Potri.010G239200,182.6411601,8,0,0,Potri.010G239200
Potri.017G032800,182.5592837,8,0,0,Potri.017G032800
Potri.014G153700,182.3554525,8,0,0,Potri.014G153700
Potri.005G138100,182.3482677,8,0,0,Potri.005G138100
Potri.006G175161,182.2116211,8,0,0,Potri.006G175161
Potri.009G149200,182.183685,8,0,0,Potri.009G149200
Potri.012G143100,182.1762231,8,0,0,Potri.012G143100
Potri.006G140000,182.1719597,8,0,0,Potri.006G140000
Potri.001G402400,181.9417695,8,0,0,Potri.001G402400
Potri.015G012800,181.8729393,8,0,0,Potri.015G012800
Potri.013G009500,181.760721,8,0,0,Potri.013G009500
Potri.001G326600,181.5122789,8,0,0,Potri.001G326600
Potri.003G207900,181.3942166,8,0,0,Potri.003G207900
Potri.001G398600,180.9919096,8,0,0,Potri.001G398600
Potri.015G073800,180.8723092,8,0,0,Potri.015G073800
Potri.005G161800,180.7679422,8,0,0,Potri.005G161800
Potri.003G052100,180.7648216,8,0,0,Potri.003G052100
Potri.013G068800,180.6744732,8,0,0,Potri.013G068800
Potri.005G169100,180.5927537,8,0,0,Potri.005G169100
Potri.004G158400,180.5529452,8,0,0,Potri.004G158400
Potri.005G234100,180.2536383,8,0,0,Potri.005G234100
Potri.001G163100,180.2152714,8,0,0,Potri.001G163100
Potri.006G121801,180.1387942,8,0,0,Potri.006G121801
Potri.009G116400,179.9324222,8,0,0,Potri.009G116400
Potri.003G130100,179.8742169,8,0,0,Potri.003G130100
Potri.005G070700,179.3218956,8,0,0,Potri.005G070700
Potri.012G119600,179.2182819,8,0,0,Potri.012G119600
Potri.004G075450,179.2017179,8,0,0,Potri.004G075450
Potri.003G204300,179.0619632,8,0,0,Potri.003G204300
Potri.006G025900,178.7288728,8,0,0,Potri.006G025900
Potri.014G162000,178.5255961,8,0,0,Potri.014G162000
Potri.013G126800,178.2861493,8,0,0,Potri.013G126800
Potri.016G105000,177.2266563,8,0,0,Potri.016G105000
Potri.006G015700,177.0675941,8,0,0,Potri.006G015700
Potri.005G120700,176.6910295,8,0,0,Potri.005G120700
Potri.003G171300,176.3657288,8,0,0,Potri.003G171300
Potri.016G015500,176.0997722,8,0,0,Potri.016G015500
Potri.002G043500,176.0571368,8,0,0,Potri.002G043500
Potri.015G126800,175.8785624,8,0,0,Potri.015G126800
Potri.002G045400,175.3383408,8,0,0,Potri.002G045400
Potri.017G144001,175.3159516,8,0,0,Potri.017G144001
Potri.006G093000,174.8913102,8,0,0,Potri.006G093000
Potri.003G143600,174.7344466,8,0,0,Potri.003G143600
Potri.014G075600,174.6445717,8,0,0,Potri.014G075600
Potri.005G071900,174.4953071,8,0,0,Potri.005G071900
Potri.019G056700,174.3600141,8,0,0,Potri.019G056700
Potri.002G261500,174.0450841,8,0,0,Potri.002G261500
Potri.002G033000,173.977443,8,0,0,Potri.002G033000
Potri.011G135000,173.7857076,8,0,0,Potri.011G135000
Potri.018G142900,173.5397513,8,0,0,Potri.018G142900
Potri.001G133800,173.2623873,8,0,0,Potri.001G133800
Potri.005G218400,172.7800216,8,0,0,Potri.005G218400
Potri.001G177000,172.6398375,8,0,0,Potri.001G177000
Potri.016G000400,172.5865395,8,0,0,Potri.016G000400
Potri.010G090400,172.3263396,8,0,0,Potri.010G090400
Potri.004G021500,172.058003,8,0,0,Potri.004G021500
Potri.006G113800,171.7808392,8,0,0,Potri.006G113800
Potri.009G169800,171.7382553,8,0,0,Potri.009G169800
Potri.013G144100,171.6252076,8,0,0,Potri.013G144100
Potri.018G081000,171.6105256,8,0,0,Potri.018G081000
Potri.005G083200,171.1957903,8,0,0,Potri.005G083200
Potri.007G003000,171.170892,8,0,0,Potri.007G003000
Potri.006G058900,170.7760581,8,0,0,Potri.006G058900
Potri.003G215800,170.7149503,8,0,0,Potri.003G215800
Potri.014G082400,170.2875352,8,0,0,Potri.014G082400
Potri.001G293150,170.067416,8,0,0,Potri.001G293150
Potri.015G147500,169.7237391,8,0,0,Potri.015G147500
Potri.008G208200,169.6422862,8,0,0,Potri.008G208200
Potri.009G132200,169.5800942,8,0,0,Potri.009G132200
Potri.004G059900,169.3592765,8,0,0,Potri.004G059900
Potri.004G086000,169.2737564,8,0,0,Potri.004G086000
Potri.012G115500,169.2364806,8,0,0,Potri.012G115500
Potri.010G019000,168.8287506,8,0,0,Potri.010G019000
Potri.003G097300,168.7193315,8,0,0,Potri.003G097300
Potri.001G219300,168.4047287,8,0,0,Potri.001G219300
Potri.008G043900,168.333891,8,0,0,Potri.008G043900
Potri.010G199400,168.3104634,8,0,0,Potri.010G199400
Potri.008G197600,168.2707398,8,0,0,Potri.008G197600
Potri.013G014400,168.1083658,8,0,0,Potri.013G014400
Potri.001G174900,167.8496794,8,0,0,Potri.001G174900
Potri.007G126700,167.8285687,8,0,0,Potri.007G126700
Potri.016G020100,167.6795632,8,0,0,Potri.016G020100
Potri.012G043000,167.1864263,8,0,0,Potri.012G043000
Potri.007G134800,167.1062656,8,0,0,Potri.007G134800
Potri.016G084000,167.0291755,8,0,0,Potri.016G084000
Potri.002G154400,166.9134574,8,0,0,Potri.002G154400
Potri.016G041000,166.7843972,8,0,0,Potri.016G041000
Potri.001G412900,166.7544568,8,0,0,Potri.001G412900
Potri.005G182500,166.689135,8,0,0,Potri.005G182500
Potri.005G027200,166.6506042,8,0,0,Potri.005G027200
Potri.001G020300,166.3145662,8,0,0,Potri.001G020300
Potri.002G155400,166.206873,8,0,0,Potri.002G155400
Potri.011G053800,166.1638729,8,0,0,Potri.011G053800
Potri.001G278300,166.10537,8,0,0,Potri.001G278300
Potri.001G273700,165.8427462,8,0,0,Potri.001G273700
Potri.001G181300,165.7784668,8,0,0,Potri.001G181300
Potri.014G158900,165.7716355,8,0,0,Potri.014G158900
Potri.018G140300,165.5716682,8,0,0,Potri.018G140300
Potri.006G250300,165.3547701,8,0,0,Potri.006G250300
Potri.010G056500,165.25092,8,0,0,Potri.010G056500
Potri.015G054350,165.2072349,8,0,0,Potri.015G054350
Potri.011G117700,165.1736878,8,0,0,Potri.011G117700
Potri.002G149500,164.9190011,8,0,0,Potri.002G149500
Potri.014G070900,164.8902549,8,0,0,Potri.014G070900
Potri.016G056500,164.8593554,8,0,0,Potri.016G056500
Potri.003G122100,164.6428989,8,0,0,Potri.003G122100
Potri.012G089700,164.6355863,8,0,0,Potri.012G089700
Potri.013G109600,164.5877608,8,0,0,Potri.013G109600
Potri.003G179900,164.5125417,8,0,0,Potri.003G179900
Potri.012G002600,163.9530987,8,0,0,Potri.012G002600
Potri.001G152800,163.9267505,8,0,0,Potri.001G152800
Potri.010G216300,163.9017497,8,0,0,Potri.010G216300
Potri.003G141100,163.5224909,8,0,0,Potri.003G141100
Potri.016G055400,163.3515639,8,0,0,Potri.016G055400
Potri.008G149300,163.2573587,8,0,0,Potri.008G149300
Potri.001G345100,163.0351693,8,0,0,Potri.001G345100
Potri.010G081800,163.031383,8,0,0,Potri.010G081800
Potri.007G086250,162.5154358,8,0,0,Potri.007G086250
