,waldStat_2,df_2,pvalue_2,fdr_2,gene_id
Potri.001G002300,340.899243,8,0,0,Potri.001G002300
Potri.002G001900,340.7148197,8,0,0,Potri.002G001900
Potri.001G059400,340.1534964,8,0,0,Potri.001G059400
Potri.006G275700,339.5614983,8,0,0,Potri.006G275700
Potri.001G200400,338.9112147,8,0,0,Potri.001G200400
Potri.006G040900,338.6385109,8,0,0,Potri.006G040900
Potri.012G041800,338.5038606,8,0,0,Potri.012G041800
Potri.010G211600,338.1358414,8,0,0,Potri.010G211600
Potri.019G076300,338.0965156,8,0,0,Potri.019G076300
Potri.009G082300,338.0590851,8,0,0,Potri.009G082300
Potri.006G019300,337.4849974,8,0,0,Potri.006G019300
Potri.006G232100,336.9706619,8,0,0,Potri.006G232100
Potri.007G044800,336.5011653,8,0,0,Potri.007G044800
Potri.004G014100,335.828414,8,0,0,Potri.004G014100
Potri.005G186500,335.2373572,8,0,0,Potri.005G186500
Potri.008G088600,335.0174552,8,0,0,Potri.008G088600
Potri.003G111500,334.8344083,8,0,0,Potri.003G111500
Potri.011G118900,334.7059729,8,0,0,Potri.011G118900
Potri.010G138600,333.7368727,8,0,0,Potri.010G138600
Potri.004G226800,333.6943061,8,0,0,Potri.004G226800
Potri.005G257800,332.0933978,8,0,0,Potri.005G257800
Potri.015G087800,331.9546151,8,0,0,Potri.015G087800
Potri.017G137700,331.4244605,8,0,0,Potri.017G137700
Potri.005G228600,330.9872359,8,0,0,Potri.005G228600
Potri.003G171300,330.4398746,8,0,0,Potri.003G171300
Potri.006G050800,329.7108622,8,0,0,Potri.006G050800
Potri.010G163600,329.6499043,8,0,0,Potri.010G163600
Potri.007G011400,327.9200893,8,0,0,Potri.007G011400
Potri.006G202200,326.8196265,8,0,0,Potri.006G202200
Potri.009G120800,325.8949748,8,0,0,Potri.009G120800
Potri.015G100700,325.7174878,8,0,0,Potri.015G100700
Potri.002G101800,325.7034841,8,0,0,Potri.002G101800
Potri.005G237700,325.1296896,8,0,0,Potri.005G237700
Potri.014G132400,324.9152183,8,0,0,Potri.014G132400
Potri.019G104600,324.3825349,8,0,0,Potri.019G104600
Potri.010G046800,321.7964174,8,0,0,Potri.010G046800
Potri.011G157000,320.8170118,8,0,0,Potri.011G157000
Potri.006G020900,320.7030453,8,0,0,Potri.006G020900
Potri.018G149400,320.1840267,8,0,0,Potri.018G149400
Potri.010G191300,320.0969814,8,0,0,Potri.010G191300
Potri.006G137300,319.6064799,8,0,0,Potri.006G137300
Potri.010G007877,319.579246,8,0,0,Potri.010G007877
Potri.003G045500,318.9301734,8,0,0,Potri.003G045500
Potri.003G142400,318.8539094,8,0,0,Potri.003G142400
Potri.014G122200,318.271741,8,0,0,Potri.014G122200
Potri.012G140800,317.9785827,8,0,0,Potri.012G140800
Potri.005G168600,317.9072422,8,0,0,Potri.005G168600
Potri.015G074200,317.8926859,8,0,0,Potri.015G074200
Potri.016G085900,316.8574301,8,0,0,Potri.016G085900
Potri.003G177700,316.8487694,8,0,0,Potri.003G177700
Potri.014G167400,316.8461205,8,0,0,Potri.014G167400
Potri.005G140300,316.4118827,8,0,0,Potri.005G140300
Potri.006G117200,315.6266278,8,0,0,Potri.006G117200
Potri.009G061300,315.5651384,8,0,0,Potri.009G061300
Potri.009G054300,315.4189477,8,0,0,Potri.009G054300
Potri.017G126200,315.0770969,8,0,0,Potri.017G126200
Potri.015G049100,314.8212372,8,0,0,Potri.015G049100
Potri.018G050900,314.8111743,8,0,0,Potri.018G050900
Potri.013G041300,314.253942,8,0,0,Potri.013G041300
Potri.012G016900,313.2817734,8,0,0,Potri.012G016900
Potri.009G106600,313.0306898,8,0,0,Potri.009G106600
Potri.007G078200,312.533196,8,0,0,Potri.007G078200
Potri.011G046600,312.4006177,8,0,0,Potri.011G046600
Potri.008G008551,312.3692253,8,0,0,Potri.008G008551
Potri.016G023000,312.0232062,8,0,0,Potri.016G023000
Potri.019G025200,311.8114373,8,0,0,Potri.019G025200
Potri.005G158400,311.3424414,8,0,0,Potri.005G158400
Potri.001G120400,310.899896,8,0,0,Potri.001G120400
Potri.010G013500,310.3104341,8,0,0,Potri.010G013500
Potri.014G086300,310.2468546,8,0,0,Potri.014G086300
Potri.004G062000,309.9360138,8,0,0,Potri.004G062000
Potri.014G121701,309.8014008,8,0,0,Potri.014G121701
Potri.005G034100,309.7509404,8,0,0,Potri.005G034100
Potri.002G079400,309.3042728,8,0,0,Potri.002G079400
Potri.006G278000,308.9795297,8,0,0,Potri.006G278000
Potri.018G008600,308.5654547,8,0,0,Potri.018G008600
Potri.001G097001,308.2025702,8,0,0,Potri.001G097001
Potri.008G203400,308.0881593,8,0,0,Potri.008G203400
Potri.005G094700,306.4500446,8,0,0,Potri.005G094700
Potri.010G249600,305.8162553,8,0,0,Potri.010G249600
Potri.008G046600,305.7362807,8,0,0,Potri.008G046600
Potri.019G053700,305.6652473,8,0,0,Potri.019G053700
Potri.016G038000,305.5855855,8,0,0,Potri.016G038000
Potri.001G040100,304.4246978,8,0,0,Potri.001G040100
Potri.002G182500,304.0314235,8,0,0,Potri.002G182500
Potri.010G029200,303.7445251,8,0,0,Potri.010G029200
Potri.016G004500,303.3640515,8,0,0,Potri.016G004500
Potri.004G006000,303.0800428,8,0,0,Potri.004G006000
Potri.015G040900,302.8423655,8,0,0,Potri.015G040900
Potri.007G045700,302.6390939,8,0,0,Potri.007G045700
Potri.009G067100,301.77775,8,0,0,Potri.009G067100
Potri.001G110300,301.3459651,8,0,0,Potri.001G110300
Potri.009G053700,301.2632831,8,0,0,Potri.009G053700
Potri.010G109300,300.9146323,8,0,0,Potri.010G109300
Potri.010G226000,300.5792426,8,0,0,Potri.010G226000
Potri.012G043900,299.1995364,8,0,0,Potri.012G043900
Potri.002G163200,299.1406536,8,0,0,Potri.002G163200
Potri.004G118800,298.8452002,8,0,0,Potri.004G118800
Potri.004G080200,298.8327579,8,0,0,Potri.004G080200
Potri.004G093500,296.3737869,8,0,0,Potri.004G093500
Potri.016G049700,295.9716606,8,0,0,Potri.016G049700
Potri.004G001900,295.3949148,8,0,0,Potri.004G001900
Potri.009G107600,294.5406336,8,0,0,Potri.009G107600
Potri.004G003900,293.6174688,8,0,0,Potri.004G003900
Potri.006G036300,293.4739308,8,0,0,Potri.006G036300
Potri.006G093900,292.9697735,8,0,0,Potri.006G093900
Potri.003G122900,292.8510513,8,0,0,Potri.003G122900
Potri.004G079000,292.5849531,8,0,0,Potri.004G079000
Potri.T124706,291.7811462,8,0,0,Potri.T124706
Potri.002G088100,291.5677194,8,0,0,Potri.002G088100
Potri.011G007100,291.337108,8,0,0,Potri.011G007100
Potri.008G155900,291.2858616,8,0,0,Potri.008G155900
Potri.011G131900,291.173851,8,0,0,Potri.011G131900
Potri.003G079200,290.1696428,8,0,0,Potri.003G079200
Potri.005G067000,290.0161326,8,0,0,Potri.005G067000
Potri.001G047800,288.6478822,8,0,0,Potri.001G047800
Potri.013G155300,288.4174875,8,0,0,Potri.013G155300
Potri.005G119800,287.7035692,8,0,0,Potri.005G119800
Potri.001G418500,287.2323344,8,0,0,Potri.001G418500
Potri.010G084100,285.9905002,8,0,0,Potri.010G084100
Potri.001G237300,285.8687308,8,0,0,Potri.001G237300
Potri.012G071500,285.6056339,8,0,0,Potri.012G071500
Potri.015G056000,285.4690112,8,0,0,Potri.015G056000
Potri.016G035300,285.4523594,8,0,0,Potri.016G035300
Potri.013G147800,284.3034029,8,0,0,Potri.013G147800
Potri.017G150500,284.0998239,8,0,0,Potri.017G150500
Potri.004G013601,283.6868202,8,0,0,Potri.004G013601
Potri.010G125800,283.6432063,8,0,0,Potri.010G125800
Potri.005G222500,283.2542398,8,0,0,Potri.005G222500
Potri.004G101700,282.698642,8,0,0,Potri.004G101700
Potri.003G015800,282.5629551,8,0,0,Potri.003G015800
Potri.006G108300,282.5488771,8,0,0,Potri.006G108300
Potri.005G036800,282.2927938,8,0,0,Potri.005G036800
Potri.009G019200,281.6450255,8,0,0,Potri.009G019200
Potri.002G231900,279.8464739,8,0,0,Potri.002G231900
Potri.004G106800,279.8270531,8,0,0,Potri.004G106800
Potri.006G238900,279.6514827,8,0,0,Potri.006G238900
Potri.005G241100,279.2582972,8,0,0,Potri.005G241100
Potri.005G215400,279.2362479,8,0,0,Potri.005G215400
Potri.003G178200,279.067425,8,0,0,Potri.003G178200
Potri.001G159700,277.8569007,8,0,0,Potri.001G159700
Potri.002G124100,277.5697061,8,0,0,Potri.002G124100
Potri.014G005300,277.4296713,8,0,0,Potri.014G005300
Potri.012G077300,277.3819684,8,0,0,Potri.012G077300
Potri.004G161500,276.9816308,8,0,0,Potri.004G161500
Potri.018G119500,276.8626281,8,0,0,Potri.018G119500
Potri.017G002950,276.8321099,8,0,0,Potri.017G002950
Potri.013G120300,276.8162152,8,0,0,Potri.013G120300
Potri.002G259000,276.2980521,8,0,0,Potri.002G259000
Potri.019G056200,276.2705732,8,0,0,Potri.019G056200
Potri.008G061800,276.1899579,8,0,0,Potri.008G061800
Potri.014G151300,275.6433794,8,0,0,Potri.014G151300
Potri.002G207286,275.3689371,8,0,0,Potri.002G207286
Potri.011G003400,275.2951226,8,0,0,Potri.011G003400
Potri.005G186400,274.8149389,8,0,0,Potri.005G186400
Potri.007G032100,274.7166385,8,0,0,Potri.007G032100
Potri.013G130700,274.6540845,8,0,0,Potri.013G130700
Potri.008G055800,274.582016,8,0,0,Potri.008G055800
Potri.001G044900,274.3602592,8,0,0,Potri.001G044900
Potri.015G094800,273.8841632,8,0,0,Potri.015G094800
Potri.001G419100,273.428604,8,0,0,Potri.001G419100
Potri.008G074800,273.4065068,8,0,0,Potri.008G074800
Potri.015G099500,272.5521581,8,0,0,Potri.015G099500
Potri.018G024800,272.4020539,8,0,0,Potri.018G024800
Potri.004G170700,272.3359879,8,0,0,Potri.004G170700
Potri.013G134466,271.8471712,8,0,0,Potri.013G134466
Potri.017G108500,271.6052265,8,0,0,Potri.017G108500
Potri.017G086600,271.3394503,8,0,0,Potri.017G086600
Potri.016G034400,270.742341,8,0,0,Potri.016G034400
Potri.009G063900,270.6380578,8,0,0,Potri.009G063900
Potri.011G092500,270.5724841,8,0,0,Potri.011G092500
Potri.009G143700,269.5220373,8,0,0,Potri.009G143700
Potri.007G031400,269.2354189,8,0,0,Potri.007G031400
Potri.003G159700,268.333674,8,0,0,Potri.003G159700
Potri.013G008500,267.9945594,8,0,0,Potri.013G008500
Potri.011G002800,267.8541416,8,0,0,Potri.011G002800
Potri.018G112800,267.8309344,8,0,0,Potri.018G112800
Potri.002G162900,267.4768672,8,0,0,Potri.002G162900
Potri.018G143400,267.0113244,8,0,0,Potri.018G143400
Potri.014G150100,266.694833,8,0,0,Potri.014G150100
Potri.011G006100,266.5485427,8,0,0,Potri.011G006100
Potri.003G028089,266.2970146,8,0,0,Potri.003G028089
Potri.002G179400,266.0448858,8,0,0,Potri.002G179400
Potri.010G112900,266.044302,8,0,0,Potri.010G112900
Potri.017G143820,265.615417,8,0,0,Potri.017G143820
Potri.019G039200,265.4103591,8,0,0,Potri.019G039200
Potri.003G150800,265.0404853,8,0,0,Potri.003G150800
Potri.007G127300,264.912267,8,0,0,Potri.007G127300
Potri.009G089800,264.1893046,8,0,0,Potri.009G089800
Potri.001G246200,264.0332512,8,0,0,Potri.001G246200
Potri.009G146200,263.8993471,8,0,0,Potri.009G146200
Potri.010G212700,263.7237836,8,0,0,Potri.010G212700
Potri.005G001700,262.5430551,8,0,0,Potri.005G001700
Potri.013G068800,262.100246,8,0,0,Potri.013G068800
Potri.001G106100,261.705425,8,0,0,Potri.001G106100
Potri.001G392700,261.6961876,8,0,0,Potri.001G392700
Potri.008G151100,261.4774328,8,0,0,Potri.008G151100
Potri.013G014900,261.3282715,8,0,0,Potri.013G014900
Potri.005G032400,260.5005851,8,0,0,Potri.005G032400
Potri.015G024300,259.5747453,8,0,0,Potri.015G024300
Potri.003G073700,259.4356427,8,0,0,Potri.003G073700
Potri.008G068400,259.4013828,8,0,0,Potri.008G068400
Potri.005G195600,259.3919588,8,0,0,Potri.005G195600
Potri.017G136400,259.1941487,8,0,0,Potri.017G136400
Potri.008G213900,258.7532326,8,0,0,Potri.008G213900
Potri.006G188700,258.6523199,8,0,0,Potri.006G188700
Potri.010G038100,258.4953981,8,0,0,Potri.010G038100
Potri.005G093100,258.286761,8,0,0,Potri.005G093100
Potri.008G086900,258.2746152,8,0,0,Potri.008G086900
Potri.006G258700,258.0015429,8,0,0,Potri.006G258700
Potri.006G093000,257.200376,8,0,0,Potri.006G093000
Potri.008G057500,257.1916001,8,0,0,Potri.008G057500
Potri.017G015700,256.8176249,8,0,0,Potri.017G015700
Potri.013G083400,256.736259,8,0,0,Potri.013G083400
Potri.018G058900,256.7194528,8,0,0,Potri.018G058900
Potri.005G021900,256.6695238,8,0,0,Potri.005G021900
Potri.013G124900,256.3054482,8,0,0,Potri.013G124900
Potri.013G117900,256.1908843,8,0,0,Potri.013G117900
Potri.010G134200,255.6232821,8,0,0,Potri.010G134200
Potri.001G047200,255.1003278,8,0,0,Potri.001G047200
Potri.001G159400,255.0247317,8,0,0,Potri.001G159400
Potri.006G123900,255.0091243,8,0,0,Potri.006G123900
Potri.013G004400,254.9366336,8,0,0,Potri.013G004400
Potri.001G383600,254.7667988,8,0,0,Potri.001G383600
Potri.003G075000,254.3109436,8,0,0,Potri.003G075000
Potri.016G005300,253.420257,8,0,0,Potri.016G005300
Potri.003G001400,253.3100784,8,0,0,Potri.003G001400
Potri.005G141500,253.2925092,8,0,0,Potri.005G141500
Potri.018G096700,253.1501602,8,0,0,Potri.018G096700
Potri.010G187800,253.0150925,8,0,0,Potri.010G187800
Potri.015G077900,252.9790903,8,0,0,Potri.015G077900
Potri.002G033800,252.8876163,8,0,0,Potri.002G033800
Potri.017G039000,252.4203069,8,0,0,Potri.017G039000
Potri.013G077200,252.3889452,8,0,0,Potri.013G077200
Potri.005G004900,252.0121198,8,0,0,Potri.005G004900
Potri.005G158100,251.2614645,8,0,0,Potri.005G158100
Potri.005G229300,251.1334165,8,0,0,Potri.005G229300
Potri.004G168800,251.1213458,8,0,0,Potri.004G168800
Potri.001G267300,250.5141582,8,0,0,Potri.001G267300
Potri.001G134100,250.3989085,8,0,0,Potri.001G134100
Potri.004G153800,250.3792931,8,0,0,Potri.004G153800
Potri.005G075900,250.2728062,8,0,0,Potri.005G075900
Potri.005G026700,250.2499945,8,0,0,Potri.005G026700
Potri.017G110700,250.1287001,8,0,0,Potri.017G110700
Potri.002G088300,249.4413326,8,0,0,Potri.002G088300
Potri.008G125100,249.2560866,8,0,0,Potri.008G125100
Potri.003G098800,249.2130374,8,0,0,Potri.003G098800
Potri.002G143400,249.1239953,8,0,0,Potri.002G143400
Potri.014G075600,248.8577304,8,0,0,Potri.014G075600
Potri.006G200400,248.7482017,8,0,0,Potri.006G200400
Potri.014G036400,247.9297206,8,0,0,Potri.014G036400
Potri.005G173500,247.8436258,8,0,0,Potri.005G173500
Potri.009G160200,247.7697401,8,0,0,Potri.009G160200
Potri.018G068700,247.5142868,8,0,0,Potri.018G068700
Potri.016G001300,247.4469568,8,0,0,Potri.016G001300
Potri.009G046700,247.3932997,8,0,0,Potri.009G046700
Potri.001G141801,247.0041626,8,0,0,Potri.001G141801
Potri.002G074800,246.8893748,8,0,0,Potri.002G074800
Potri.012G123900,246.7101165,8,0,0,Potri.012G123900
Potri.009G073800,246.3042025,8,0,0,Potri.009G073800
Potri.006G013400,246.2933317,8,0,0,Potri.006G013400
Potri.009G118651,245.6952613,8,0,0,Potri.009G118651
Potri.010G113300,245.1035676,8,0,0,Potri.010G113300
Potri.007G097500,244.6422038,8,0,0,Potri.007G097500
Potri.010G188400,244.1851251,8,0,0,Potri.010G188400
Potri.016G054600,244.1259865,8,0,0,Potri.016G054600
Potri.017G094100,244.0906285,8,0,0,Potri.017G094100
Potri.017G139600,243.4701495,8,0,0,Potri.017G139600
Potri.001G027100,243.3693551,8,0,0,Potri.001G027100
Potri.006G110100,243.348966,8,0,0,Potri.006G110100
Potri.002G222600,242.9228309,8,0,0,Potri.002G222600
Potri.010G048300,242.870093,8,0,0,Potri.010G048300
Potri.014G027100,242.8439358,8,0,0,Potri.014G027100
Potri.001G100000,242.7199349,8,0,0,Potri.001G100000
Potri.003G116000,242.6378509,8,0,0,Potri.003G116000
Potri.007G044300,242.1399355,8,0,0,Potri.007G044300
Potri.015G073600,242.036499,8,0,0,Potri.015G073600
Potri.010G097400,241.9149671,8,0,0,Potri.010G097400
Potri.018G139800,241.8538701,8,0,0,Potri.018G139800
Potri.001G067700,241.5458982,8,0,0,Potri.001G067700
Potri.002G105000,241.0983465,8,0,0,Potri.002G105000
Potri.009G122100,240.8910475,8,0,0,Potri.009G122100
Potri.012G139800,240.6293788,8,0,0,Potri.012G139800
Potri.001G402400,240.2932122,8,0,0,Potri.001G402400
Potri.002G109000,240.019532,8,0,0,Potri.002G109000
Potri.009G012400,239.7940287,8,0,0,Potri.009G012400
Potri.011G153600,239.6567419,8,0,0,Potri.011G153600
Potri.010G194600,239.5850101,8,0,0,Potri.010G194600
Potri.004G211200,239.4985565,8,0,0,Potri.004G211200
Potri.013G144000,239.4654453,8,0,0,Potri.013G144000
Potri.018G032900,239.275517,8,0,0,Potri.018G032900
Potri.018G133500,239.2089035,8,0,0,Potri.018G133500
Potri.015G057300,238.7799702,8,0,0,Potri.015G057300
Potri.001G397800,238.524454,8,0,0,Potri.001G397800
Potri.002G063500,238.4946606,8,0,0,Potri.002G063500
Potri.008G192600,238.2467169,8,0,0,Potri.008G192600
Potri.016G130500,237.961785,8,0,0,Potri.016G130500
Potri.002G067100,237.5886496,8,0,0,Potri.002G067100
Potri.006G198800,237.3631451,8,0,0,Potri.006G198800
Potri.003G067600,237.0208821,8,0,0,Potri.003G067600
Potri.013G131100,236.727932,8,0,0,Potri.013G131100
Potri.010G231000,236.491307,8,0,0,Potri.010G231000
Potri.016G006900,235.9171853,8,0,0,Potri.016G006900
Potri.001G081400,235.8809579,8,0,0,Potri.001G081400
Potri.008G168700,235.820608,8,0,0,Potri.008G168700
Potri.006G084000,235.7538839,8,0,0,Potri.006G084000
Potri.003G141100,234.7640149,8,0,0,Potri.003G141100
Potri.018G100166,234.1239557,8,0,0,Potri.018G100166
Potri.005G221600,233.8114157,8,0,0,Potri.005G221600
Potri.017G121100,233.5634271,8,0,0,Potri.017G121100
Potri.019G129100,233.5236783,8,0,0,Potri.019G129100
Potri.011G043300,233.3524406,8,0,0,Potri.011G043300
Potri.016G015500,232.8955536,8,0,0,Potri.016G015500
Potri.004G099200,232.8408092,8,0,0,Potri.004G099200
Potri.018G069450,232.1062949,8,0,0,Potri.018G069450
Potri.002G118000,230.8924505,8,0,0,Potri.002G118000
Potri.002G158200,230.5911455,8,0,0,Potri.002G158200
Potri.001G403700,230.2030378,8,0,0,Potri.001G403700
Potri.006G063000,229.584128,8,0,0,Potri.006G063000
Potri.001G246400,229.4799888,8,0,0,Potri.001G246400
Potri.011G116300,229.0408505,8,0,0,Potri.011G116300
Potri.016G054700,228.8397981,8,0,0,Potri.016G054700
Potri.006G109900,228.6755056,8,0,0,Potri.006G109900
Potri.006G234400,228.6014803,8,0,0,Potri.006G234400
Potri.006G226400,228.5409128,8,0,0,Potri.006G226400
Potri.010G213200,228.2481356,8,0,0,Potri.010G213200
Potri.007G091100,228.228212,8,0,0,Potri.007G091100
Potri.004G098300,227.5730575,8,0,0,Potri.004G098300
Potri.004G226900,227.5036114,8,0,0,Potri.004G226900
Potri.004G188100,227.2358419,8,0,0,Potri.004G188100
Potri.009G050700,226.7978853,8,0,0,Potri.009G050700
Potri.009G042500,226.7805003,8,0,0,Potri.009G042500
Potri.011G026900,226.5760333,8,0,0,Potri.011G026900
Potri.004G004700,226.3516878,8,0,0,Potri.004G004700
Potri.010G045500,226.1128401,8,0,0,Potri.010G045500
Potri.013G067400,225.9519948,8,0,0,Potri.013G067400
Potri.018G045500,225.6990759,8,0,0,Potri.018G045500
Potri.012G107100,225.471329,8,0,0,Potri.012G107100
Potri.007G014600,225.2493381,8,0,0,Potri.007G014600
Potri.012G127900,225.0236127,8,0,0,Potri.012G127900
Potri.001G121700,224.7415602,8,0,0,Potri.001G121700
Potri.019G053800,224.5414075,8,0,0,Potri.019G053800
Potri.004G035800,224.2206144,8,0,0,Potri.004G035800
Potri.006G213700,224.2099957,8,0,0,Potri.006G213700
Potri.003G093400,223.6551855,8,0,0,Potri.003G093400
Potri.012G048700,223.2731752,8,0,0,Potri.012G048700
Potri.001G337400,223.1751255,8,0,0,Potri.001G337400
Potri.008G188000,223.1708286,8,0,0,Potri.008G188000
Potri.015G037000,223.0876064,8,0,0,Potri.015G037000
Potri.014G038300,222.7787325,8,0,0,Potri.014G038300
Potri.011G071800,222.4746127,8,0,0,Potri.011G071800
Potri.012G087800,222.0587685,8,0,0,Potri.012G087800
Potri.006G197700,222.0132409,8,0,0,Potri.006G197700
Potri.001G142200,221.9917608,8,0,0,Potri.001G142200
Potri.007G006900,221.965881,8,0,0,Potri.007G006900
Potri.014G195100,221.5738826,8,0,0,Potri.014G195100
Potri.001G404800,221.5397937,8,0,0,Potri.001G404800
Potri.008G152701,221.0830505,8,0,0,Potri.008G152701
Potri.004G055000,221.0068619,8,0,0,Potri.004G055000
Potri.005G062500,220.6087593,8,0,0,Potri.005G062500
Potri.011G087200,220.450604,8,0,0,Potri.011G087200
Potri.002G225500,220.1456328,8,0,0,Potri.002G225500
Potri.014G070900,219.9788298,8,0,0,Potri.014G070900
Potri.017G142700,219.6022338,8,0,0,Potri.017G142700
Potri.014G070000,219.2975428,8,0,0,Potri.014G070000
Potri.003G082600,219.1285971,8,0,0,Potri.003G082600
Potri.010G195800,218.8788383,8,0,0,Potri.010G195800
Potri.005G163300,218.8609433,8,0,0,Potri.005G163300
Potri.010G047900,218.3809481,8,0,0,Potri.010G047900
Potri.017G105201,218.1161459,8,0,0,Potri.017G105201
Potri.007G026500,218.0825839,8,0,0,Potri.007G026500
Potri.008G019700,218.0370362,8,0,0,Potri.008G019700
Potri.002G009600,217.8658243,8,0,0,Potri.002G009600
Potri.007G005900,217.800102,8,0,0,Potri.007G005900
Potri.018G080900,217.7968296,8,0,0,Potri.018G080900
Potri.009G021800,217.3036179,8,0,0,Potri.009G021800
Potri.004G188800,217.2028273,8,0,0,Potri.004G188800
Potri.010G249200,216.7795012,8,0,0,Potri.010G249200
Potri.019G001971,216.3413843,8,0,0,Potri.019G001971
Potri.005G229700,216.3080426,8,0,0,Potri.005G229700
Potri.001G185700,216.2198041,8,0,0,Potri.001G185700
Potri.009G014500,216.017776,8,0,0,Potri.009G014500
Potri.005G230800,215.8297249,8,0,0,Potri.005G230800
Potri.010G021400,215.3028327,8,0,0,Potri.010G021400
