,waldStat,df,pvalue,logFC1_2,FDR
Potri.001G128700,0.23938287,1,0.624652194,-0.198199938,0.891837718
Potri.012G079000,0.239236156,1,0.624758348,0.08482223,0.891944251
Potri.005G201500,0.238891952,1,0.625007553,14.49549033,0.892254991
Potri.001G419000,0.238825204,1,0.625055904,0.723320012,0.892255814
Potri.016G031900,0.238804054,1,0.625071227,0.180147661,0.892255814
Potri.010G127600,0.238759581,1,0.625103449,-33.75730946,0.892256776
Potri.002G230700,0.238677697,1,0.625162787,-0.069675308,0.892281831
Potri.017G111225,0.238648287,1,0.625184102,-0.401759441,0.892281831
Potri.014G125600,0.23856232,1,0.625246416,-0.130432489,0.892315717
Potri.008G027600,0.238520257,1,0.625276911,12.44100708,0.892315717
Potri.005G240300,0.238456871,1,0.625322872,-0.236099323,0.892315717
Potri.010G059300,0.238441461,1,0.625334047,0.123331615,0.892315717
Potri.011G036400,0.238378013,1,0.625380061,-56.02175921,0.892336355
Potri.001G035300,0.23826421,1,0.625462614,0.286740196,0.892409123
Potri.005G260000,0.238187428,1,0.625518326,0.36417908,0.89244359
Potri.002G194500,0.238143112,1,0.625550485,0.117023721,0.892444452
Potri.009G047100,0.238027305,1,0.625634543,-0.240063721,0.892486256
Potri.010G215200,0.23794395,1,0.625695062,0.076640928,0.892486256
Potri.007G061100,0.237906223,1,0.625722457,-0.122478907,0.892486256
Potri.004G230200,0.23790145,1,0.625725923,-0.11222173,0.892486256
Potri.015G112600,0.237885412,1,0.625737571,-0.185055765,0.892486256
Potri.017G136950,0.237798357,1,0.625800799,1.414481476,0.892499733
Potri.003G164400,0.237754709,1,0.625832506,-0.210414219,0.892499733
Potri.008G026200,0.237742067,1,0.625841691,-0.731035197,0.892499733
Potri.013G128600,0.237668417,1,0.625895201,-0.081352522,0.892531039
Potri.010G077400,0.23737057,1,0.626111711,-0.301777357,0.892794767
Potri.005G023600,0.237186119,1,0.626245876,0.121986867,0.892908994
Potri.003G027520,0.237173632,1,0.626254961,0.512878993,0.892908994
Potri.004G145200,0.236983384,1,0.626393414,0.083677802,0.892972334
Potri.015G010400,0.23694012,1,0.626424909,-0.071896119,0.892972334
Potri.013G106800,0.2369109,1,0.626446183,-0.253704233,0.892972334
Potri.006G019550,0.236907074,1,0.626448968,-1.949434757,0.892972334
Potri.001G402000,0.236888505,1,0.626462488,0.12015149,0.892972334
Potri.001G158600,0.23681653,1,0.626514899,-0.594268037,0.892972334
Potri.018G123400,0.236795073,1,0.626530525,-0.36764357,0.892972334
Potri.012G121900,0.23676562,1,0.626551976,-0.312932434,0.892972334
Potri.015G054600,0.236693382,1,0.626604596,0.301033498,0.893002327
Potri.001G072100,0.236558017,1,0.626703224,-0.110188176,0.89303919
Potri.001G354600,0.236461515,1,0.626773558,-0.196683525,0.89303919
Potri.011G061300,0.236415719,1,0.626806942,-2.363024089,0.89303919
Potri.002G167100,0.236409406,1,0.626811545,0.160795004,0.89303919
Potri.003G052500,0.236359934,1,0.626847613,-0.133142847,0.89303919
Potri.012G077900,0.236348044,1,0.626856282,-0.176653262,0.89303919
Potri.006G031800,0.236324424,1,0.626873505,-0.187221636,0.89303919
Potri.002G012466,0.236311304,1,0.626883072,-1.027293812,0.89303919
Potri.001G437200,0.236264961,1,0.626916868,0.616613635,0.893042352
Potri.003G004200,0.236203814,1,0.626961466,-0.143054874,0.893042981
Potri.006G182601,0.236177772,1,0.626980462,0.104405114,0.893042981
Potri.014G021100,0.2360609,1,0.627065729,-2.240819265,0.893094558
Potri.002G087500,0.236040999,1,0.627080251,-2.012319029,0.893094558
Potri.016G136000,0.235949991,1,0.627146671,0.166913307,0.893094558
Potri.002G034500,0.235930461,1,0.627160926,-0.358313584,0.893094558
Potri.015G143800,0.235911778,1,0.627174564,-0.33776874,0.893094558
Potri.004G003600,0.235846384,1,0.627222303,0.465340955,0.893108811
Potri.014G177400,0.235804277,1,0.627253048,-0.557153868,0.893108811
Potri.006G071000,0.235768313,1,0.627279309,-0.183468118,0.893108811
Potri.013G022900,0.235562887,1,0.627429362,-2.892640405,0.893277484
Potri.017G028301,0.23528867,1,0.627629789,-0.272542278,0.893497064
Potri.007G034101,0.235265434,1,0.627646778,-0.454206967,0.893497064
Potri.001G145300,0.235188288,1,0.627703194,-0.543629043,0.8935324
Potri.014G122800,0.235072866,1,0.627787622,0.131424882,0.893607606
Potri.011G004800,0.234995538,1,0.627844199,-0.283824131,0.893643163
Potri.001G015900,0.234939856,1,0.627884946,0.14853264,0.893656185
Potri.003G102700,0.234812804,1,0.627977944,0.21016662,0.89374357
Potri.008G178400,0.23457136,1,0.628154757,0.329090333,0.893950226
Potri.002G077200,0.234484277,1,0.628218557,-0.105354979,0.893996036
Potri.005G185800,0.23439695,1,0.62828255,1.709655947,0.894032112
Potri.013G143900,0.234363412,1,0.628307131,-0.469232455,0.894032112
Potri.009G052400,0.234309033,1,0.628346991,-0.644085857,0.894043849
Potri.010G045800,0.234163935,1,0.628453375,-0.112147417,0.894068612
Potri.010G029100,0.23412821,1,0.628479575,0.235125115,0.894068612
Potri.015G088700,0.234103526,1,0.628497679,-0.24925788,0.894068612
Potri.018G105000,0.234069107,1,0.628522924,-3.248601876,0.894068612
Potri.002G040400,0.234042225,1,0.628542644,-52.49258722,0.894068612
Potri.006G090900,0.234026649,1,0.62855407,0.614937946,0.894068612
Potri.005G210700,0.233941685,1,0.628616407,-0.22369542,0.894112312
Potri.010G035000,0.233822229,1,0.628704073,-0.284382146,0.894192034
Potri.015G043501,0.233756271,1,0.62875249,-13.54830908,0.894215927
Potri.013G111400,0.233680976,1,0.628807771,0.20160379,0.894234872
Potri.013G092100,0.233632914,1,0.628843064,-0.13751292,0.894234872
Potri.001G250300,0.233439047,1,0.628985469,2.208020217,0.894234872
Potri.003G193100,0.233386429,1,0.629024132,0.315182371,0.894234872
Potri.010G018800,0.233380092,1,0.629028789,-0.118440336,0.894234872
Potri.005G013800,0.233367688,1,0.629037905,217.9278379,0.894234872
Potri.014G161900,0.233351293,1,0.629049953,1658.742429,0.894234872
Potri.004G050600,0.233343194,1,0.629055905,0.502647392,0.894234872
Potri.002G041000,0.23330699,1,0.629082513,0.293424359,0.894234872
Potri.012G110300,0.233251237,1,0.629123495,0.182107,0.894234872
Potri.006G155700,0.233221718,1,0.629145195,0.188179789,0.894234872
Potri.006G267900,0.233221666,1,0.629145233,0.224844894,0.894234872
Potri.014G086100,0.233114261,1,0.629224204,-0.158206036,0.894268604
Potri.006G134400,0.233103381,1,0.629232205,0.092397151,0.894268604
Potri.012G092400,0.232963061,1,0.629335414,0.197191664,0.894344324
Potri.004G179514,0.232944963,1,0.629348728,10.56070257,0.894344324
Potri.017G029800,0.232808256,1,0.629449322,0.097089918,0.894442332
Potri.014G044200,0.232448053,1,0.629714545,-0.162733697,0.894774255
Potri.006G029500,0.232311582,1,0.629815097,0.238798502,0.89483776
Potri.001G390200,0.232301513,1,0.629822518,-0.117610295,0.89483776
Potri.008G162150,0.232185093,1,0.629908327,0.841261786,0.894885577
Potri.003G196832,0.232169996,1,0.629919457,10.60982951,0.894885577
Potri.010G111000,0.232080266,1,0.629985614,0.679979932,0.894934609
Potri.006G203300,0.231981442,1,0.630058496,-0.202727746,0.894966399
Potri.010G238700,0.231843123,1,0.630160536,-0.240053387,0.894966399
Potri.015G142900,0.231821703,1,0.630176341,-0.196324203,0.894966399
Potri.008G136040,0.231788709,1,0.630200688,0.160924417,0.894966399
Potri.015G072400,0.231749857,1,0.630229361,0.218226394,0.894966399
Potri.006G116200,0.231683713,1,0.630278181,0.229569715,0.894966399
Potri.018G043600,0.231652465,1,0.630301248,-0.465507937,0.894966399
Potri.002G135700,0.2315181,1,0.630400458,-0.68247468,0.894966399
Potri.008G131300,0.231489493,1,0.630421585,0.549675463,0.894966399
Potri.004G076300,0.231471001,1,0.630435242,-0.678998627,0.894966399
Potri.007G077300,0.231460297,1,0.630443148,-0.284182802,0.894966399
Potri.004G161200,0.231447929,1,0.630452283,0.12191126,0.894966399
Potri.018G130700,0.231426916,1,0.630467804,-1.354944314,0.894966399
Potri.009G160700,0.23141752,1,0.630474745,1.294660527,0.894966399
Potri.009G133500,0.231404321,1,0.630484495,0.386733491,0.894966399
Potri.016G013100,0.231332068,1,0.630537875,0.140840194,0.894966399
Potri.013G065800,0.231284702,1,0.630572873,-0.317900326,0.894966399
Potri.017G064500,0.231278317,1,0.630577591,-0.419329937,0.894966399
Potri.002G134800,0.23105248,1,0.630744526,0.229396259,0.895116296
Potri.017G142100,0.231033993,1,0.630758196,0.074407585,0.895116296
Potri.014G135590,0.230973263,1,0.630803106,0.120873953,0.895116296
Potri.009G167500,0.230964205,1,0.630809805,-0.129866791,0.895116296
Potri.009G148100,0.230909211,1,0.63085048,0.058772157,0.895129103
Potri.009G115100,0.230825886,1,0.630912122,-0.154170552,0.89514324
Potri.017G057300,0.230810176,1,0.630923745,0.140115039,0.89514324
Potri.004G168700,0.230737338,1,0.630977642,-1.544912161,0.895149436
Potri.012G034600,0.230718729,1,0.630991413,-0.214811151,0.895149436
Potri.019G057901,0.230667352,1,0.631029438,0.629971106,0.895158477
Potri.008G093000,0.23054197,1,0.631122256,0.475140488,0.895245243
Potri.001G287000,0.230451414,1,0.631189313,-0.127937797,0.895295459
Potri.011G142800,0.230386479,1,0.631237408,0.84021018,0.895301773
Potri.012G088700,0.230359926,1,0.631257077,0.173238758,0.895301773
Potri.010G142500,0.23014706,1,0.631414807,0.756339635,0.895383138
Potri.018G112100,0.230134511,1,0.631424108,-18.73352512,0.895383138
Potri.011G166800,0.230091691,1,0.63145585,0.133884134,0.895383138
Potri.010G163800,0.230065044,1,0.631475604,-0.352254008,0.895383138
Potri.015G127400,0.230024524,1,0.631505645,-0.641826648,0.895383138
Potri.005G127900,0.229984706,1,0.631535169,0.176796833,0.895383138
Potri.019G032300,0.229957717,1,0.631555183,0.227732903,0.895383138
Potri.009G154600,0.229842381,1,0.631640725,1.722554723,0.895383138
Potri.018G006200,0.229825915,1,0.63165294,0.097880257,0.895383138
Potri.005G129700,0.229817614,1,0.631659098,-1.047627586,0.895383138
Potri.002G237100,0.229812764,1,0.631662696,-0.367680858,0.895383138
Potri.010G252300,0.229733296,1,0.631721656,0.162610547,0.895421835
Potri.003G099400,0.229549586,1,0.631858005,0.140565854,0.895489392
Potri.005G003500,0.229513947,1,0.631884464,-0.400082817,0.895489392
Potri.006G137800,0.229504908,1,0.631891175,-0.597395215,0.895489392
Potri.011G016400,0.229498451,1,0.631895969,-2.159451899,0.895489392
Potri.012G055000,0.229386742,1,0.631978924,0.270042366,0.895522042
Potri.001G041012,0.229382146,1,0.631982336,-0.818618114,0.895522042
Potri.010G094100,0.229315184,1,0.632032075,-0.155026045,0.895523327
Potri.014G084600,0.22929567,1,0.632046571,-0.25810092,0.895523327
Potri.001G289400,0.229252168,1,0.63207889,0.105141007,0.895524254
Potri.003G185951,0.22919781,1,0.632119279,0.273153654,0.895536615
Potri.010G201100,0.229094345,1,0.632196173,-0.132793217,0.895600689
Potri.009G082200,0.228956955,1,0.632298312,-0.095070197,0.895700518
Potri.010G226100,0.228768243,1,0.632438665,0.232362654,0.895854469
Potri.018G141300,0.228649483,1,0.632527029,12.92663768,0.895934765
Potri.018G069200,0.22842097,1,0.632697135,-0.160861791,0.89609681
Potri.001G019000,0.228410675,1,0.632704802,0.083095882,0.89609681
Potri.014G034200,0.228187577,1,0.632870982,-0.201169028,0.896287286
Potri.011G165400,0.228073836,1,0.632955743,0.259234377,0.896328968
Potri.003G197701,0.228051413,1,0.632972455,0.15631698,0.896328968
Potri.007G018700,0.22802051,1,0.632995491,-0.198899833,0.896328968
Potri.007G099200,0.227859772,1,0.633115336,0.441228098,0.896394511
Potri.009G125700,0.227840828,1,0.633129464,0.310382464,0.896394511
Potri.004G059400,0.227830908,1,0.633136862,0.575555779,0.896394511
Potri.009G140900,0.22772701,1,0.633214362,-2.130805517,0.896459357
Potri.001G075000,0.227605787,1,0.633304812,78.14774782,0.896542531
Potri.003G112000,0.227403688,1,0.633455673,-0.49843047,0.896643503
Potri.007G005500,0.227397243,1,0.633460485,-0.186826812,0.896643503
Potri.009G039200,0.227375553,1,0.633476681,-0.126719369,0.896643503
Potri.015G107900,0.227340375,1,0.633502951,0.628872981,0.896643503
Potri.004G037600,0.227146237,1,0.633647972,0.056376081,0.89669713
Potri.005G144400,0.227131051,1,0.633659319,0.13351167,0.89669713
Potri.014G024700,0.227066997,1,0.633707186,-0.129194325,0.89669713
Potri.014G079000,0.227056476,1,0.633715049,-0.239839106,0.89669713
Potri.001G341100,0.227043933,1,0.633724424,0.138831382,0.89669713
Potri.012G100001,0.227000535,1,0.633756861,0.27724595,0.89669713
Potri.001G275500,0.226992618,1,0.633762779,0.331517624,0.89669713
Potri.003G180500,0.226905027,1,0.633828262,-0.244712951,0.896712735
Potri.001G054850,0.226893043,1,0.633837221,-0.677656588,0.896712735
Potri.018G066400,0.226801109,1,0.63390597,-0.236340506,0.896752378
Potri.012G054900,0.226770775,1,0.633928657,1.401986544,0.896752378
Potri.009G075300,0.226615531,1,0.634044797,0.266829034,0.89682994
Potri.007G142200,0.22661271,1,0.634046908,-0.111515577,0.89682994
Potri.011G145100,0.226522105,1,0.634114713,-0.363536105,0.89686642
Potri.018G053600,0.226493502,1,0.634136122,0.676919677,0.89686642
Potri.010G199400,0.226442262,1,0.634174478,0.103616945,0.896875817
Potri.006G080500,0.226044505,1,0.634472406,-0.544894267,0.897252293
Potri.001G331600,0.225955259,1,0.634539298,0.088071042,0.897262031
Potri.004G209000,0.225950663,1,0.634542744,-0.180666679,0.897262031
Potri.009G099500,0.225826814,1,0.634635598,-0.225829027,0.897304109
Potri.007G137700,0.225812712,1,0.634646172,-0.191732749,0.897304109
Potri.003G006900,0.2257659,1,0.634681279,-0.249804205,0.897304109
Potri.001G061400,0.225741727,1,0.634699409,0.120196621,0.897304109
Potri.002G028300,0.225549741,1,0.634843444,0.260508504,0.897408351
Potri.016G112400,0.225542016,1,0.634849241,0.315101386,0.897408351
Potri.014G068800,0.225516572,1,0.634868336,-0.280505242,0.897408351
Potri.002G051400,0.225344434,1,0.634997556,-0.232045452,0.89742187
Potri.009G035950,0.225337363,1,0.635002865,-0.606836316,0.89742187
Potri.014G129900,0.225316444,1,0.635018573,0.11302469,0.89742187
Potri.008G100500,0.22529436,1,0.635035157,-0.514006398,0.89742187
Potri.016G110500,0.225292497,1,0.635036556,-0.153316158,0.89742187
Potri.001G068600,0.224997922,1,0.635257857,0.32849963,0.897689753
Potri.001G087100,0.224932614,1,0.635306945,0.191419927,0.897714265
Potri.016G056100,0.224852156,1,0.635367431,0.268564136,0.89775488
Potri.003G067100,0.224757728,1,0.635438437,0.319959123,0.897810354
Potri.014G101700,0.224560411,1,0.635586869,-0.238311369,0.897921168
Potri.001G229700,0.224547481,1,0.635596599,0.218138917,0.897921168
Potri.013G012500,0.224526864,1,0.635612113,0.082218689,0.897921168
Potri.018G131500,0.224465419,1,0.635658356,0.155019249,0.897924388
Potri.004G004200,0.224412136,1,0.635698462,-0.148060085,0.897924388
Potri.008G101900,0.224357504,1,0.63573959,0.241673014,0.897924388
Potri.018G096035,0.224355115,1,0.635741388,0.123003055,0.897924388
Potri.008G164250,0.224240875,1,0.63582741,-19.21461672,0.897975329
Potri.016G022900,0.224169551,1,0.635881131,-0.190751444,0.897975329
Potri.001G329600,0.224161101,1,0.635887496,0.131608005,0.897975329
Potri.006G192900,0.224135134,1,0.635907057,0.189931338,0.897975329
Potri.006G088900,0.224026768,1,0.635988704,-42.47449669,0.897975329
Potri.005G242500,0.22401887,1,0.635994656,-0.161391416,0.897975329
Potri.005G245400,0.224012163,1,0.63599971,0.223547649,0.897975329
Potri.011G043812,0.223941333,1,0.636053092,0.903113215,0.897988812
Potri.012G083100,0.223894839,1,0.636088137,0.234787375,0.897988812
Potri.006G072700,0.22385952,1,0.636114763,-1.009578433,0.897988812
Potri.018G147749,0.223831,1,0.636136265,1.269836534,0.897988812
Potri.001G444100,0.22370861,1,0.636228557,0.54250291,0.898054462
Potri.002G187700,0.223675721,1,0.636253363,0.318303199,0.898054462
Potri.017G127800,0.223642727,1,0.636278251,2.49116817,0.898054462
Potri.005G099400,0.223600286,1,0.636310268,0.176136259,0.898054462
Potri.008G110400,0.223558838,1,0.636341539,-0.116183634,0.898054462
Potri.006G255900,0.223490849,1,0.636392843,-0.223120066,0.898082051
Potri.010G073400,0.223323369,1,0.636519262,-0.197396045,0.898176777
Potri.004G172500,0.223317778,1,0.636523483,-1.278900856,0.898176777
Potri.005G185500,0.223014795,1,0.636752335,-0.449201015,0.898435839
Potri.011G169700,0.222949677,1,0.636801546,0.358294326,0.898435839
Potri.017G083900,0.222946309,1,0.636804091,-0.640975352,0.898435839
Potri.015G104000,0.222906546,1,0.636834144,-0.238751765,0.898435839
Potri.010G250900,0.222775368,1,0.636933315,-0.096917817,0.89848895
Potri.012G137700,0.222772706,1,0.636935329,0.209250566,0.89848895
Potri.010G087700,0.222620932,1,0.637050115,0.067919156,0.898562779
Potri.008G148300,0.222619487,1,0.637051209,0.0873015,0.898562779
Potri.015G048700,0.222499441,1,0.637142033,-0.066253716,0.89864607
Potri.001G056500,0.222413791,1,0.637206854,-0.324782851,0.898692676
Potri.005G036400,0.222141354,1,0.637413135,0.143226096,0.898900196
Potri.003G003700,0.222106935,1,0.637439208,0.367177029,0.898900196
Potri.001G255532,0.222035209,1,0.637493547,20.25849142,0.898900196
Potri.018G028500,0.221981383,1,0.637534334,0.269069394,0.898900196
Potri.007G085900,0.221963224,1,0.637548094,0.191333917,0.898900196
Potri.003G187900,0.221919276,1,0.637581401,0.794779063,0.898900196
Potri.019G042700,0.221917771,1,0.637582543,-0.216168309,0.898900196
Potri.002G197300,0.221883839,1,0.637608261,-0.294038885,0.898900196
Potri.002G213900,0.221640633,1,0.637792672,0.396799394,0.899097594
Potri.001G300700,0.221615336,1,0.63781186,-0.279815425,0.899097594
Potri.002G193300,0.221571436,1,0.637845163,1.708690581,0.899099725
Potri.014G116000,0.221490999,1,0.637906193,0.508239506,0.89911361
Potri.019G108200,0.221434603,1,0.63794899,-0.823631368,0.89911361
Potri.006G023500,0.221432765,1,0.637950386,-1.380905785,0.89911361
Potri.010G136200,0.221344382,1,0.638017471,-0.292142901,0.899163048
Potri.018G147400,0.221302026,1,0.638049625,-0.248109511,0.899163048
Potri.011G009500,0.221260912,1,0.638080842,-0.182164978,0.899163048
Potri.016G088900,0.221175142,1,0.638145974,0.215318088,0.899210026
Potri.010G034700,0.221129074,1,0.638180964,-0.568833713,0.899210864
Potri.004G079300,0.221054308,1,0.63823776,-0.159379225,0.899210864
Potri.014G136100,0.22104879,1,0.638241952,-0.71466454,0.899210864
Potri.001G186500,0.220623002,1,0.638565632,0.402198624,0.899622077
Potri.012G017600,0.220538352,1,0.638630027,0.239773121,0.899667982
Potri.009G160300,0.220221144,1,0.63887147,0.158081861,0.899923647
Potri.006G271200,0.22021532,1,0.638875904,-0.185957021,0.899923647
Potri.001G155800,0.220174527,1,0.63890697,-0.339761951,0.899923647
Potri.011G135700,0.220082739,1,0.638976883,-0.349932073,0.899977301
Potri.015G142800,0.220037018,1,0.639011714,-0.291656779,0.899981539
Potri.005G241800,0.219952604,1,0.639076034,-0.716969836,0.900027308
Potri.001G182100,0.219855593,1,0.639149971,0.264784458,0.900082607
Potri.005G209300,0.219817577,1,0.63917895,0.676693881,0.900082607
Potri.005G112300,0.219654128,1,0.639303582,16.94747018,0.900205315
Potri.009G038500,0.21961982,1,0.639329749,0.461391866,0.900205315
Potri.015G062100,0.219560495,1,0.639375003,0.110126089,0.900222442
Potri.014G141800,0.219520426,1,0.639405573,0.095591074,0.900222442
Potri.015G074500,0.219429102,1,0.639475259,8.305365788,0.900275737
Potri.018G140401,0.219337226,1,0.639545384,-0.528086355,0.900314544
Potri.012G109400,0.219276404,1,0.639591816,-0.084958983,0.900314544
Potri.006G177000,0.219267879,1,0.639598325,-0.485554876,0.900314544
Potri.013G156700,0.219193443,1,0.639655163,-0.085006598,0.900317253
Potri.004G121200,0.219143063,1,0.639693639,0.064281838,0.900317253
Potri.014G022700,0.219136353,1,0.639698763,0.473052217,0.900317253
Potri.019G097720,0.219098622,1,0.639727583,2.71487493,0.900317253
Potri.019G099600,0.219041808,1,0.639770984,24.28539745,0.900333532
Potri.010G169200,0.21876453,1,0.639982901,-0.093188258,0.900548966
Potri.017G081100,0.218728935,1,0.640010118,-0.225115623,0.900548966
Potri.001G094800,0.218716539,1,0.640019596,-0.541267713,0.900548966
Potri.003G215700,0.218634845,1,0.640082072,0.067767966,0.900592069
Potri.016G120200,0.218571621,1,0.640130433,-0.342493272,0.900615307
Potri.005G091400,0.218475445,1,0.640204016,-0.129475575,0.900674028
Potri.004G120900,0.218428191,1,0.640240177,0.18864427,0.900680097
Potri.017G001400,0.218329665,1,0.640315588,0.136393223,0.900712453
Potri.010G150300,0.218314925,1,0.640326871,-0.224237363,0.900712453
Potri.015G129900,0.218264732,1,0.640365298,-0.334077188,0.900721707
Potri.010G007910,0.218193817,1,0.640419599,-0.451091691,0.900753287
Potri.008G085300,0.218141254,1,0.640459854,0.171580726,0.900756297
Potri.003G194400,0.218107852,1,0.640485437,0.205209054,0.900756297
Potri.012G128100,0.217927685,1,0.640623475,-0.180855556,0.900854015
Potri.006G205800,0.21791497,1,0.640633219,-0.143491792,0.900854015
Potri.004G095100,0.217887153,1,0.640654539,0.576776164,0.900854015
Potri.008G206400,0.217814575,1,0.640710172,-0.208976154,0.900854015
Potri.011G146800,0.217765586,1,0.64074773,0.143130179,0.900854015
Potri.007G119800,0.217764272,1,0.640748737,0.282270506,0.900854015
Potri.008G155000,0.217726253,1,0.640777888,0.34331585,0.900854015
Potri.014G040800,0.21768032,1,0.640813111,-0.194900856,0.900858753
Potri.T010700,0.217532037,1,0.640926851,0.278567919,0.900973865
Potri.001G349700,0.217445893,1,0.640992949,-1.040886408,0.901014058
Potri.018G108200,0.21741174,1,0.641019159,0.150260316,0.901014058
Potri.001G184000,0.217351173,1,0.641065646,-0.141081153,0.901034618
Potri.006G130500,0.217192359,1,0.641187578,-0.216702919,0.90111777
Potri.019G111501,0.217191119,1,0.64118853,-0.426640737,0.90111777
Potri.001G138300,0.21710976,1,0.641251016,-0.264939976,0.901157771
Potri.015G078801,0.217071092,1,0.641280719,0.147121678,0.901157771
Potri.005G052200,0.216925803,1,0.641392353,13.90967712,0.901226201
Potri.004G117200,0.216924769,1,0.641393147,0.369917052,0.901226201
Potri.017G069800,0.21676047,1,0.641519442,-0.302788857,0.901358878
Potri.008G113200,0.216679632,1,0.641581602,0.167436938,0.901401434
Potri.009G076050,0.216637198,1,0.641614238,-141.3754212,0.901402507
Potri.012G130700,0.21658033,1,0.641657981,0.542344225,0.901419184
Potri.009G116300,0.216381136,1,0.641811255,-0.426821199,0.901565534
Potri.009G066000,0.216331058,1,0.641849802,-0.093614455,0.901565534
Potri.018G081600,0.21632068,1,0.641857791,0.154640851,0.901565534
Potri.001G167600,0.216107461,1,0.642021979,2.417189136,0.901660385
Potri.006G078200,0.216040872,1,0.642073277,0.159412166,0.901660385
Potri.001G213900,0.216026817,1,0.642084105,-0.115650996,0.901660385
Potri.013G000700,0.215975758,1,0.642123446,-0.262205516,0.901660385
Potri.019G131800,0.215955665,1,0.64213893,0.400675484,0.901660385
Potri.012G045200,0.215942612,1,0.642148989,-0.304391096,0.901660385
Potri.002G191100,0.215898232,1,0.642183192,0.248842392,0.901660385
Potri.011G077440,0.215862723,1,0.642210561,-1.022287309,0.901660385
Potri.008G036300,0.215860534,1,0.642212248,-0.483929478,0.901660385
Potri.018G000900,0.215737152,1,0.642307369,0.33727391,0.901711144
Potri.010G102250,0.215727014,1,0.642315186,-0.511937633,0.901711144
Potri.006G015200,0.215689586,1,0.64234405,-0.18155958,0.901711144
Potri.010G044800,0.215563171,1,0.642441556,-2.716942236,0.901766402
Potri.012G004300,0.215555877,1,0.642447183,0.263269731,0.901766402
Potri.006G250500,0.215372799,1,0.64258846,-0.767658464,0.901919942
Potri.009G068000,0.215309482,1,0.642637337,-0.437954211,0.901943783
Potri.018G104000,0.21522489,1,0.642702651,-0.272443883,0.90199069
Potri.015G028300,0.214993822,1,0.642881139,0.144406951,0.902154234
Potri.003G162300,0.214991059,1,0.642883275,-0.212772168,0.902154234
Potri.018G031901,0.214950161,1,0.642914879,-0.454129807,0.902154234
Potri.014G097000,0.214788267,1,0.643040018,0.361669034,0.902193623
Potri.002G034300,0.214712018,1,0.643098977,-1.396335055,0.902193623
Potri.013G108200,0.21467979,1,0.6431239,-37.50497337,0.902193623
Potri.012G088000,0.214656331,1,0.643142044,0.189195731,0.902193623
Potri.004G231000,0.214630675,1,0.643161887,0.669340652,0.902193623
Potri.T125706,0.214606012,1,0.643180965,0.200150085,0.902193623
Potri.007G123100,0.214589823,1,0.643193488,-0.460673342,0.902193623
Potri.011G147000,0.214582328,1,0.643199286,0.82825472,0.902193623
Potri.014G007200,0.214477262,1,0.643280578,-0.534322717,0.902193623
Potri.001G458200,0.214442149,1,0.643307751,-0.426303546,0.902193623
Potri.003G188000,0.214402933,1,0.643338102,-1.591291228,0.902193623
Potri.002G091300,0.214387114,1,0.643350346,-0.08896868,0.902193623
Potri.015G146000,0.214377681,1,0.643357648,-0.446948281,0.902193623
Potri.005G118100,0.214298251,1,0.643419137,-0.595355745,0.902235115
Potri.011G084000,0.214192037,1,0.643501383,0.130098984,0.902269066
Potri.006G036800,0.214184585,1,0.643507154,0.091280227,0.902269066
Potri.011G125500,0.214080873,1,0.643587488,0.138972993,0.902336969
Potri.006G119300,0.214025308,1,0.643630538,0.88805489,0.902352593
Potri.002G202400,0.213975286,1,0.643669299,1.472453378,0.902354199
Potri.005G139700,0.213929171,1,0.643705037,0.620945784,0.902354199
Potri.005G247500,0.21389776,1,0.643729383,0.168473415,0.902354199
Potri.016G110000,0.213770878,1,0.643827747,0.231389996,0.902354199
Potri.016G015200,0.213736256,1,0.643854594,0.531740702,0.902354199
Potri.019G055000,0.213724402,1,0.643863786,0.049865556,0.902354199
Potri.019G082000,0.213707389,1,0.64387698,-0.203317738,0.902354199
Potri.004G155500,0.213694562,1,0.643886928,0.176217231,0.902354199
Potri.003G094400,0.213644078,1,0.643926084,0.454987901,0.902364359
Potri.003G055501,0.213577109,1,0.643978034,0.732470994,0.902392446
Potri.011G131500,0.213480531,1,0.64405297,0.260336518,0.902452719
Potri.006G264101,0.213416181,1,0.644102912,-0.54977477,0.902452719
Potri.001G162800,0.21339573,1,0.644118786,-0.125925869,0.902452719
Potri.005G057150,0.213332958,1,0.644167514,-0.373110972,0.902452719
Potri.006G244300,0.213316113,1,0.644180592,-0.233113637,0.902452719
Potri.012G001500,0.21321038,1,0.644262694,-0.565186851,0.902523033
Potri.016G001100,0.213118212,1,0.644334283,0.060052447,0.902578613
Potri.009G073800,0.212813036,1,0.644571453,0.11904435,0.90282761
Potri.006G185200,0.21280734,1,0.644575882,0.128154873,0.90282761
Potri.001G358400,0.212717786,1,0.64464552,-0.12221254,0.902867062
Potri.001G112250,0.212661084,1,0.644689621,4.910078961,0.902867062
Potri.001G041700,0.212622123,1,0.644719928,-0.275158345,0.902867062
Potri.002G044800,0.212606934,1,0.644731744,-1.145298022,0.902867062
Potri.014G128400,0.212389676,1,0.644900813,-0.148584232,0.902988175
Potri.009G148400,0.212363373,1,0.644921289,0.412473763,0.902988175
Potri.012G140900,0.212326296,1,0.644950156,1.079438758,0.902988175
Potri.016G072100,0.212295035,1,0.644974495,0.125535668,0.902988175
Potri.014G081600,0.212281038,1,0.644985394,0.527859984,0.902988175
